text,intent
hi mate,greeting
what a fantastic experience,praise
happy to report that resolved my issue instantly,praise
had to reach out and say no waiting time at all,praise
compelled to share that got an answer within minutes,praise
how to change security settings,question
first-class platform,praise
can i add a secondary email to my account,question
what a stellar team,praise
great team,praise
the app is getting worse not better,complaint
this tool has truly transformed how our team works,praise
please help me understand change profile picture,question
my issue was closed without being resolved,complaint
how do i add notes to a contact,question
hi trust you are well,greeting
can you help me with view account details,question
user driven development is clearly the philosophy here,praise
fantastic platform,praise
need some guidance on how does billing work,question
need some guidance on the pricing,question
flawless product,praise
absolutely wonderful platform,praise
can you help me with check delivery status,question
greetings friend,greeting
why is it that the app is unavailable,complaint
ciao friend,greeting
need some guidance on login,question
once again having trouble with the site is lagging badly,complaint
there is a critical bug in the file upload,complaint
how do i set field level permissions,question
a very good morning to you,greeting
writing in to compliment brilliant product,praise
had to reach out and say support was quick to respond,praise
please help me understand get into my account,question
i am so frustrated with your service,complaint
still experiencing the issue with i cannot access the platform,complaint
hi good evening,greeting
truly perfect product,praise
the audit logs keeps crashing on me,complaint
cannot use the role permissions at all right now,complaint
absolutely magnificent experience,praise
dashboard is crashing constantly,complaint
absolutely splendid experience,praise
the file upload is extremely slow and unusable,complaint
hello manager,greeting
terrific response,praise
good evening again,greeting
the latest update fixed everything i reported,praise
can i create custom tags,question
good evening today,greeting
i cannot believe that the app is freezing constantly,complaint
the search is not returning results,complaint
hello there nice to meet you today,greeting
wanted to take a moment to praise superb platform,praise
it is unacceptable that the system is not responding,complaint
need some guidance on switch plans,question
happy to report that incredible team,praise
cannot help but mention that outstanding customer support,praise
there is a critical bug in the login page,complaint
how is it going this morning,greeting
is there a way to add a payment method,question
the user management keeps crashing on me,complaint
how do i suggest a new feature,question
happy to report that lightning fast support,praise
looking for help with download my invoice,question
wanted to take a moment to praise fastest support i have ever experienced,praise
truly wonderful team,praise
could you explain change shipping address,question
absolutely terrific resolution,praise
delighted to say that support was quick to respond,praise
deeply thankful for the assistance,praise
the mobile app stopped working after the last update,complaint
it is unacceptable that getting a 500 error,complaint
truly great product,praise
quick question: how to set a new password,question
how do i share a view with my team,question
i have a question about view my invoice,question
reaching out specifically to say support was quick to respond,praise
need some guidance on having trouble logging in,question
howdy friend,greeting
what a great experience,praise
reaching out specifically to say response was almost instant,praise
hi first time reaching out,greeting
how to configure my account,question
hello good afternoon,greeting
what a fantastic response,praise
for the third time now the site is lagging badly,complaint
absolutely stellar service,praise
friendly heya,greeting
incredible experience,praise
taking a moment to share that exceptional service,praise
happy to report that fastest support i have ever experienced,praise
wanted to give a shoutout for magnificent support,praise
is there a way to i cannot log in,question
how is it going today,greeting
namaste from india,greeting
the payment system has been broken for days,complaint
hello operator,greeting
how do i create a sales report,question
taking a moment to share that no waiting time at all,praise
i have a question about how can i change my password,question
what a excellent experience,praise
i was wondering about having trouble logging in,question
please help me understand when will i be billed,question
first-class response,praise
hi reaching out to say hello,greeting
need some guidance on when will i be billed,question
the two factor authentication stopped working after the last update,complaint
just wanted to say got an answer within minutes,praise
how to cancel an order,question
looking for help with change my password,question
how much does it cost,question
absolutely fantastic response,praise
hi just wanted to check in,greeting
just wanted to say brilliant product,praise
the download feature keeps crashing on me,complaint
truly brilliant team,praise
extraordinary resolution,praise
hey good morning,greeting
new onboarding flow is much clearer to follow,praise
brilliant response,praise
very disappointed in your product,complaint
impeccable response,praise
a quick howdy,greeting
the onboarding flow is completely broken,complaint
writing in to compliment superb platform,praise
cannot use the download feature at all right now,complaint
truly world-class product,praise
is there a way to check delivery status,question
truly amazing support,praise
i cannot believe that i cannot access the platform,complaint
the sync feature is completely broken,complaint
need some guidance on upgrade my plan,question
taking a moment to share that went above and beyond for me,praise
can see real effort put into the improvements,praise
cannot use the admin panel at all right now,complaint
what a perfect product,praise
cannot verify my email,complaint
cannot use the api at all right now,complaint
a quick good morning,greeting
can you help me with change my username,question
hello service team,greeting
absolutely phenomenal product,praise
good afternoon hello there,greeting
absolutely wonderful resolution,praise
i am having serious issues with the search feature,complaint
i am angry because the dashboard is loading too slowly,complaint
thought i would say hello,greeting
absolutely stellar platform,praise
hey customer service,greeting
i am having serious issues with the dashboard,complaint
there is a critical bug in the audit logs,complaint
i am deeply disappointed that file upload is extremely slow,complaint
could you explain how long is the free trial,question
hey glad to be here,greeting
just wanted to say resolved my issue instantly,praise
how do i track time spent on a task,question
need some guidance on update personal information,question
quick question: how to upgrade my plan,question
namaste there,greeting
the role permissions is giving me errors constantly,complaint
sharing this with my entire professional network,praise
still experiencing the issue with the dashboard is loading too slowly,complaint
absolutely world-class platform,praise
amazing experience,praise
how to change my username,question
hellooo,greeting
truly extraordinary team,praise
how is it going friend,greeting
just discovered this platform and wanted to say hi,greeting
wanted to take a moment to praise agent was extremely helpful,praise
is there a way to when will my order arrive,question
is there a way to how long is the free trial,question
how to change shipping address,question
got an answer within minutes,praise
is there a way to upgrade my plan,question
what a top-notch resolution,praise
writing in to compliment exceptional service,praise
need some guidance on when will my order arrive,question
truly superb resolution,praise
absolutely incredible support,praise
the account settings is completely broken,complaint
wanted to take a moment to praise immediate help was provided,praise
the api is giving me errors constantly,complaint
what a wonderful experience,praise
logical and well designed,praise
friendly howdy,greeting
the notifications is completely broken,complaint
when does my subscription renew,question
warmest namaste,greeting
thrilled to be chatting today,greeting
once again having trouble with the system is not responding,complaint
what a phenomenal resolution,praise
writing in to compliment agent was extremely helpful,praise
had to reach out and say amazing product,praise
i am having serious issues with the email integration,complaint
looking for help with reset password,question
a quick hola,greeting
morning sunshine,greeting
hello hope your month is going well,greeting
the export feature has been broken for days,complaint
i am really upset that pages are taking forever to load,complaint
truly flawless response,praise
friendly yo,greeting
i wish i had found this platform sooner,praise
i need help with track my shipment,question
i need help with when will i be billed,question
hi champion,greeting
i have a question about login page is not loading,question
i was wondering about my order,question
need some guidance on reset password,question
has saved my team many hours every single week,praise
how do i assign emails to team members,question
how does the search work,question
hello team,greeting
still experiencing the issue with it keeps timing out,complaint
i wanted to let you know great service,praise
what a wonderful service,praise
cannot use the mobile app at all right now,complaint
hi,greeting
had to reach out and say very knowledgeable staff,praise
could you explain view my invoice,question
absolutely stellar team,praise
need some guidance on exchange a product,question
happy to report that response was almost instant,praise
i have explained my problem five times already,complaint
hey folks,greeting
good morning and welcome,greeting
hope all is well,greeting
heyyyy,greeting
greetings friend,greeting
is there a way to view account details,question
where is the profile page,question
absolutely superb resolution,praise
is there a way to change my credit card,question
professional hello,greeting
i am really upset that the site is lagging badly,complaint
absolutely top-notch response,praise
truly amazing response,praise
how do i sync across devices,question
absolutely wonderful experience,praise
i have a question about what is the pricing,question
yo there,greeting
i am really upset that videos are buffering non stop,complaint
basic hello,greeting
the report export fails,complaint
greetings,greeting
hey madam,greeting
is there a way to having trouble logging in,question
just wanted to say lightning fast support,praise
videos are buffering non stop,complaint
the data export has been broken for days,complaint
how do i style the form,question
happy to report that very knowledgeable staff,praise
hi rockstar,greeting
still experiencing the issue with getting a 500 error,complaint
can you help me with the profile page,question
i was overcharged,complaint
hey sunshine,greeting
hello from a returning customer,greeting
for the third time now file upload is extremely slow,complaint
quick question: how can i change my password,question
absolutely terrific response,praise
absolutely great service,praise
i cannot believe that your service is down,complaint
thrilled to share that great service,praise
reaching out specifically to say awesome experience,praise
just wanted to say superb platform,praise
need some guidance on update my name,question
i was wondering about change shipping address,question
i have a question about forgot my password,question
could you explain forgot my password,question
what a remarkable product,praise
could you explain i cannot log in,question
how do i manage multiple inboxes,question
do you offer student discounts,question
how do i set my language preference,question
i am switching to a competitor,complaint
please help me understand update personal information,question
howdy today,greeting
please help me understand having trouble logging in,question
no one is responding to my ticket,complaint
why is it that the dashboard is loading too slowly,complaint
the payment system is giving me errors constantly,complaint
what a great service,praise
good morning once again,greeting
how do i set a due date for a task,question
i am deeply disappointed that everything is down,complaint
absolutely world-class experience,praise
truly perfect platform,praise
had to reach out and say solved my problem completely,praise
will definitely continue using this platform,praise
there is a critical bug in the admin panel,complaint
what a splendid platform,praise
absolutely incredible service,praise
absolutely incredible resolution,praise
the dashboard stopped working after the last update,complaint
what a great resolution,praise
website is broken and unusable,complaint
five stars all the way from me,praise
i have a question about sign in,question
the export feature is not loading properly,complaint
what a exceptional service,praise
what a magnificent response,praise
how to collaborate in real time,question
what a world-class resolution,praise
i have been waiting days for a reply,complaint
delighted to say that remarkable experience,praise
nice to be in touch with you today,greeting
impeccable team,praise
quick question: how can i login,question
api is well documented and a pleasure to work with,praise
giving this a perfect rating without hesitation,praise
absolutely magnificent support,praise
data was corrupted after the update,complaint
absolutely outstanding support,praise
good morning support,greeting
a quick good day,greeting
how to install the application,question
truly world-class response,praise
it is unacceptable that the app is freezing constantly,complaint
the email verification keeps crashing on me,complaint
your team is a lifesaver,praise
still experiencing the issue with getting a 404 error,complaint
cannot help but mention that impressive platform,praise
absolutely superb response,praise
good morning everyone,greeting
i wanted to let you know very helpful team,praise
the email integration is giving me errors constantly,complaint
dropping a note to say solved my problem completely,praise
patient and thorough agent,praise
happy to report that magnificent support,praise
greetings and welcome,greeting
can i use this on multiple devices,question
wanted to give a shoutout for resolved in record time,praise
love reading the monthly update emails,praise
i keep experiencing problems with videos are buffering non stop,complaint
bonjour friend,greeting
good morning mate,greeting
friendly ciao,greeting
cannot help but mention that very knowledgeable staff,praise
please help me understand downgrade my plan,question
absolutely great team,praise
need some guidance on how much does it cost,question
i cannot log in,question
the reporting tool stopped working after the last update,complaint
what a first-class response,praise
hola there,greeting
need some guidance on get a refund,question
where is my order,question
i am having serious issues with the onboarding flow,complaint
the billing page is giving me errors constantly,complaint
need some guidance on view my invoice,question
need some guidance on download my invoice,question
impressive support,praise
too many steps to do simple things,complaint
absolutely extraordinary team,praise
five star experience from start to finish,praise
does the mobile app have all features,question
friendly morning,greeting
what a great platform,praise
absolutely impeccable resolution,praise
for the third time now the app is freezing constantly,complaint
hello just checking in with you,greeting
the role permissions is extremely slow and unusable,complaint
absolutely extraordinary platform,praise
compelled to share that lightning fast support,praise
how do i set up a workflow,question
what a amazing response,praise
i wanted to let you know excellent support,praise
quick question: do you offer a free trial,question
i keep experiencing problems with getting a 404 error,complaint
i cannot believe that service is completely broken,complaint
what a magnificent product,praise
truly splendid response,praise
truly amazing resolution,praise
what a great team,praise
outstanding customer support,praise
can i embed a form on my website,question
i need help with exchange a product,question
friendly hiya,greeting
truly splendid experience,praise
the search feature has been broken for days,complaint
quick question: having trouble logging in,question
what a stellar resolution,praise
what a stellar service,praise
hey there hope everything is fine,greeting
the workflow engine stopped working after the last update,complaint
had to reach out and say exceptional service,praise
i cannot believe how bad your service has gotten,complaint
just a good evening,greeting
absolutely world-class product,praise
how do i whitelist an ip address,question
could you explain when will my order arrive,question
truly outstanding platform,praise
what a exceptional response,praise
first-class team,praise
once again having trouble with the app keeps crashing,complaint
the system is not responding,complaint
can you help me with how much does it cost,question
warmest morning,greeting
what a outstanding service,praise
quick question: how to update my password,question
what a remarkable team,praise
please help me understand download my invoice,question
hey support,greeting
just a afternoon,greeting
the login page is not loading properly,complaint
looking for help with how long is the free trial,question
the billing page is not loading properly,complaint
promo code was not applied correctly,complaint
good afternoon support,greeting
i am really upset that getting a 500 error,complaint
the file upload is completely broken,complaint
reaching out specifically to say very helpful team,praise
happy to report that super fast response time,praise
